feedback_id,project_id,user_id,feedback_type,feedback_text,priority,sentiment,channel,created_at
FDBK00004017,PROJ000227,USR000155,Feature Request,Add dark mode support.,High,Neutral,Mobile,2025-09-11
FDBK00004018,PROJ000197,USR000187,Feature Request,Support multilingual interface.,Critical,Positive,Support Ticket,2024-09-15
FDBK00004019,PROJ000078,USR000324,Complaint,Reports are difficult to understand.,High,Neutral,Survey,2026-01-07
FDBK00004020,PROJ000044,USR000467,Complaint,Too many unnecessary notifications.,High,Positive,Support Ticket,2025-07-17
FDBK00004021,PROJ000193,USR000380,Improvement,Simplify navigation menus.,Critical,Neutral,Mobile,2025-07-20
FDBK00004022,PROJ000072,USR000146,Praise,Fast and reliable platform.,Low,Neutral,Survey,2026-01-04
FDBK00004023,PROJ000205,USR000076,Improvement,Improve application performance.,Medium,Neutral,Web,2025-04-30
FDBK00004024,PROJ000127,USR000074,Praise,Great collaboration features.,Low,Negative,Mobile,2026-06-05
FDBK00004025,PROJ000091,USR000537,Complaint,Application freezes frequently.,High,Negative,Web,2024-10-09
FDBK00004026,PROJ000103,USR000510,Improvement,Simplify navigation menus.,Critical,Negative,Email,2024-10-11
FDBK00004027,PROJ000067,USR000211,Complaint,Reports are difficult to understand.,High,Neutral,Mobile,2026-01-26
FDBK00004028,PROJ000179,USR000172,Bug Report,Dashboard takes too long to load.,Medium,Positive,Support Ticket,2026-04-28
FDBK00004029,PROJ000107,USR000395,Question,Is API access available?,High,Positive,Email,2024-09-17
FDBK00004030,PROJ000205,USR000775,Praise,Very intuitive interface.,Low,Negative,Web,2024-11-16
FDBK00004031,PROJ000030,USR000222,Praise,AI suggestions are extremely useful.,Low,Negative,Survey,2025-10-21
FDBK00004032,PROJ000011,USR000531,Complaint,Support response is too slow.,Critical,Positive,Survey,2025-07-29
FDBK00004033,PROJ000057,USR000074,Bug Report,Application crashes while generating reports.,High,Neutral,Email,2024-08-01
FDBK00004034,PROJ000103,USR000297,Bug Report,Search results are inaccurate.,High,Positive,Mobile,2026-01-03
FDBK00004035,PROJ000096,USR000105,Bug Report,Dashboard takes too long to load.,Medium,Negative,Mobile,2026-06-11
FDBK00004036,PROJ000071,USR000232,Feature Request,Add dark mode support.,Medium,Negative,Email,2024-12-03
FDBK00004037,PROJ000049,USR000625,Improvement,Simplify navigation menus.,High,Positive,Survey,2025-09-07
FDBK00004038,PROJ000217,USR000788,Improvement,Enhance dashboard usability.,Low,Negative,Support Ticket,2025-09-23
FDBK00004039,PROJ000113,USR000269,Feature Request,Enable custom dashboard widgets.,High,Positive,Survey,2026-07-09
FDBK00004040,PROJ000193,USR000462,Improvement,Optimize search experience.,Low,Positive,Web,2026-03-07
FDBK00004041,PROJ000061,USR000718,Feature Request,Provide export to PDF option.,Medium,Positive,Support Ticket,2025-07-30
FDBK00004042,PROJ000193,USR000396,Improvement,Enhance dashboard usability.,High,Neutral,Mobile,2025-01-10
FDBK00004043,PROJ000137,USR000592,Bug Report,Application crashes while generating reports.,Critical,Neutral,Email,2025-12-18
FDBK00004044,PROJ000226,USR000545,Feature Request,Add dark mode support.,Critical,Negative,Survey,2025-05-08
FDBK00004045,PROJ000058,USR000301,Improvement,Improve application performance.,Low,Negative,Web,2026-06-19
FDBK00004046,PROJ000249,USR000771,Complaint,Application freezes frequently.,Critical,Neutral,Email,2025-07-04
FDBK00004047,PROJ000122,USR000022,Question,Where can I export analytics?,Low,Positive,Mobile,2025-07-30
FDBK00004048,PROJ000084,USR000013,Complaint,Too many unnecessary notifications.,High,Negative,Survey,2025-02-20
FDBK00004049,PROJ000140,USR000184,Complaint,Support response is too slow.,Critical,Positive,Email,2025-11-19
FDBK00004050,PROJ000059,USR000018,Improvement,Reduce loading times.,Critical,Positive,Mobile,2025-01-18
FDBK00004051,PROJ000248,USR000503,Feature Request,Add dark mode support.,Critical,Neutral,Mobile,2024-10-06
FDBK00004052,PROJ000050,USR000115,Bug Report,Search results are inaccurate.,Low,Positive,Email,2024-07-27
FDBK00004053,PROJ000212,USR000489,Bug Report,Application crashes while generating reports.,High,Neutral,Email,2025-08-28
FDBK00004054,PROJ000178,USR000606,Feature Request,Enable custom dashboard widgets.,Critical,Neutral,Email,2025-12-08
FDBK00004055,PROJ000132,USR000170,Praise,Very intuitive interface.,Medium,Neutral,Support Ticket,2025-02-27
FDBK00004056,PROJ000207,USR000152,Improvement,Reduce loading times.,Medium,Neutral,Survey,2025-08-29
FDBK00004057,PROJ000131,USR000233,Praise,Very intuitive interface.,Low,Negative,Email,2026-02-28
FDBK00004058,PROJ000189,USR000767,Bug Report,Search results are inaccurate.,Critical,Neutral,Mobile,2026-01-31
FDBK00004059,PROJ000217,USR000313,Question,Can I restore deleted tickets?,Critical,Positive,Mobile,2025-04-25
FDBK00004060,PROJ000125,USR000574,Feature Request,Support multilingual interface.,Critical,Positive,Survey,2025-01-20
FDBK00004061,PROJ000104,USR000020,Feature Request,Support multilingual interface.,High,Neutral,Survey,2025-02-20
FDBK00004062,PROJ000106,USR000434,Question,Can I restore deleted tickets?,Low,Negative,Survey,2025-10-24
FDBK00004063,PROJ000093,USR000395,Question,How do permissions work?,Critical,Negative,Support Ticket,2026-07-22
FDBK00004064,PROJ000222,USR000454,Complaint,Reports are difficult to understand.,Medium,Neutral,Mobile,2026-06-14
FDBK00004065,PROJ000079,USR000118,Bug Report,Notification emails are duplicated.,High,Positive,Support Ticket,2024-09-11
FDBK00004066,PROJ000071,USR000794,Bug Report,Notification emails are duplicated.,High,Neutral,Web,2024-09-19
FDBK00004067,PROJ000035,USR000701,Question,Can I restore deleted tickets?,High,Negative,Support Ticket,2026-05-27
FDBK00004068,PROJ000214,USR000612,Feature Request,Add dark mode support.,Low,Neutral,Mobile,2026-05-23
FDBK00004069,PROJ000031,USR000318,Praise,AI suggestions are extremely useful.,High,Positive,Survey,2025-05-25
FDBK00004070,PROJ000077,USR000561,Improvement,Optimize search experience.,Low,Positive,Web,2025-06-18
FDBK00004071,PROJ000086,USR000413,Improvement,Enhance dashboard usability.,Low,Neutral,Support Ticket,2025-09-12
FDBK00004072,PROJ000068,USR000311,Question,Can I restore deleted tickets?,Critical,Negative,Survey,2024-12-14
FDBK00004073,PROJ000016,USR000711,Bug Report,Notification emails are duplicated.,High,Positive,Web,2025-02-19
FDBK00004074,PROJ000075,USR000206,Question,Where can I export analytics?,Critical,Negative,Mobile,2026-05-16
FDBK00004075,PROJ000127,USR000155,Bug Report,Dashboard takes too long to load.,High,Positive,Mobile,2026-04-04
FDBK00004076,PROJ000017,USR000210,Praise,Very intuitive interface.,Critical,Positive,Survey,2024-09-17
FDBK00004077,PROJ000204,USR000213,Bug Report,Login page becomes unresponsive after timeout.,Critical,Positive,Web,2025-07-08
FDBK00004078,PROJ000031,USR000267,Bug Report,Search results are inaccurate.,Critical,Neutral,Web,2025-04-13
FDBK00004079,PROJ000140,USR000739,Question,Where can I export analytics?,Critical,Negative,Email,2025-11-01
FDBK00004080,PROJ000022,USR000638,Praise,Great collaboration features.,Low,Positive,Email,2025-06-24
FDBK00004081,PROJ000166,USR000742,Improvement,Improve application performance.,Critical,Neutral,Email,2026-05-18
FDBK00004082,PROJ000209,USR000611,Praise,Fast and reliable platform.,Low,Positive,Email,2025-11-10
FDBK00004083,PROJ000131,USR000001,Question,Can I restore deleted tickets?,Critical,Neutral,Email,2025-05-10
FDBK00004084,PROJ000125,USR000034,Complaint,Support response is too slow.,Medium,Neutral,Mobile,2025-03-16
FDBK00004085,PROJ000098,USR000434,Feature Request,Enable custom dashboard widgets.,Medium,Negative,Web,2025-06-01
FDBK00004086,PROJ000105,USR000277,Feature Request,Provide export to PDF option.,Medium,Positive,Survey,2025-09-05
FDBK00004087,PROJ000095,USR000217,Complaint,Support response is too slow.,High,Positive,Survey,2025-07-20
FDBK00004088,PROJ000001,USR000143,Complaint,Workflow is confusing.,Critical,Positive,Survey,2026-01-15
FDBK00004089,PROJ000164,USR000024,Feature Request,Integrate with Slack notifications.,High,Negative,Email,2024-10-30
FDBK00004090,PROJ000183,USR000051,Feature Request,Provide export to PDF option.,Medium,Neutral,Email,2024-11-12
FDBK00004091,PROJ000178,USR000353,Improvement,Reduce loading times.,High,Neutral,Mobile,2026-01-09
FDBK00004092,PROJ000148,USR000209,Feature Request,Provide export to PDF option.,Critical,Positive,Support Ticket,2024-08-03
FDBK00004093,PROJ000241,USR000686,Bug Report,Login page becomes unresponsive after timeout.,Low,Positive,Web,2025-11-05
FDBK00004094,PROJ000018,USR000348,Feature Request,Enable custom dashboard widgets.,High,Neutral,Survey,2025-06-17
FDBK00004095,PROJ000154,USR000753,Praise,AI suggestions are extremely useful.,Low,Neutral,Support Ticket,2025-07-21
FDBK00004096,PROJ000052,USR000265,Bug Report,Dashboard takes too long to load.,Medium,Positive,Email,2026-05-23
FDBK00004097,PROJ000199,USR000373,Feature Request,Integrate with Slack notifications.,Critical,Neutral,Support Ticket,2024-08-29
FDBK00004098,PROJ000184,USR000587,Bug Report,Dashboard takes too long to load.,Medium,Negative,Email,2026-01-09
FDBK00004099,PROJ000107,USR000654,Improvement,Reduce loading times.,Low,Positive,Email,2026-06-25
FDBK00004100,PROJ000104,USR000442,Question,Where can I export analytics?,Low,Neutral,Support Ticket,2025-12-12
FDBK00004101,PROJ000076,USR000025,Feature Request,Integrate with Slack notifications.,High,Positive,Support Ticket,2025-04-15
FDBK00004102,PROJ000170,USR000702,Praise,Excellent dashboard experience.,Low,Negative,Mobile,2025-11-08
FDBK00004103,PROJ000045,USR000102,Feature Request,Add dark mode support.,Medium,Negative,Survey,2025-10-26
FDBK00004104,PROJ000077,USR000028,Praise,Excellent dashboard experience.,Critical,Negative,Mobile,2025-09-01
FDBK00004105,PROJ000147,USR000010,Improvement,Optimize search experience.,Medium,Neutral,Mobile,2024-08-11
FDBK00004106,PROJ000128,USR000472,Praise,Excellent dashboard experience.,Low,Neutral,Email,2024-09-27
FDBK00004107,PROJ000183,USR000572,Question,How do I archive projects?,Low,Neutral,Email,2025-06-13
FDBK00004108,PROJ000041,USR000199,Question,Can I restore deleted tickets?,High,Negative,Email,2026-05-31
FDBK00004109,PROJ000094,USR000247,Question,Is API access available?,High,Neutral,Web,2025-02-17
FDBK00004110,PROJ000245,USR000569,Feature Request,Enable custom dashboard widgets.,High,Positive,Support Ticket,2025-11-29
FDBK00004111,PROJ000195,USR000637,Improvement,Simplify navigation menus.,Low,Negative,Email,2025-11-27
FDBK00004112,PROJ000067,USR000504,Complaint,Workflow is confusing.,Low,Neutral,Mobile,2025-10-24
FDBK00004113,PROJ000053,USR000683,Praise,Fast and reliable platform.,Medium,Negative,Email,2024-12-06
FDBK00004114,PROJ000135,USR000203,Praise,AI suggestions are extremely useful.,Low,Positive,Survey,2025-03-04
FDBK00004115,PROJ000242,USR000163,Bug Report,Notification emails are duplicated.,Low,Negative,Web,2025-01-25
FDBK00004116,PROJ000106,USR000674,Question,Can I restore deleted tickets?,Medium,Negative,Web,2024-08-08
FDBK00004117,PROJ000020,USR000237,Praise,AI suggestions are extremely useful.,High,Neutral,Email,2024-08-21
FDBK00004118,PROJ000136,USR000361,Improvement,Enhance dashboard usability.,Critical,Negative,Mobile,2025-03-16
FDBK00004119,PROJ000221,USR000058,Question,Is API access available?,Critical,Neutral,Mobile,2025-07-13
FDBK00004120,PROJ000233,USR000063,Complaint,Workflow is confusing.,Medium,Positive,Survey,2024-08-20
FDBK00004121,PROJ000039,USR000145,Improvement,Reduce loading times.,Critical,Positive,Support Ticket,2024-09-16
FDBK00004122,PROJ000108,USR000264,Bug Report,Search results are inaccurate.,Medium,Negative,Survey,2026-03-15
FDBK00004123,PROJ000028,USR000460,Bug Report,Dashboard takes too long to load.,Low,Neutral,Support Ticket,2024-12-30
FDBK00004124,PROJ000032,USR000325,Improvement,Improve application performance.,Critical,Neutral,Web,2024-12-21
FDBK00004125,PROJ000090,USR000237,Improvement,Optimize search experience.,Low,Neutral,Support Ticket,2024-10-14
FDBK00004126,PROJ000077,USR000001,Question,Where can I export analytics?,Low,Positive,Survey,2026-01-30
FDBK00004127,PROJ000009,USR000339,Complaint,Reports are difficult to understand.,High,Positive,Support Ticket,2024-09-26
FDBK00004128,PROJ000081,USR000447,Feature Request,Enable custom dashboard widgets.,High,Positive,Survey,2024-12-08
FDBK00004129,PROJ000025,USR000690,Feature Request,Provide export to PDF option.,Critical,Neutral,Survey,2025-12-26
FDBK00004130,PROJ000082,USR000738,Feature Request,Provide export to PDF option.,High,Neutral,Email,2025-12-08
FDBK00004131,PROJ000162,USR000101,Bug Report,Application crashes while generating reports.,Low,Negative,Mobile,2025-11-08
FDBK00004132,PROJ000148,USR000162,Feature Request,Integrate with Slack notifications.,Low,Neutral,Support Ticket,2024-07-28
FDBK00004133,PROJ000202,USR000108,Praise,Very intuitive interface.,Low,Negative,Support Ticket,2024-10-17
FDBK00004134,PROJ000165,USR000180,Complaint,Support response is too slow.,Medium,Negative,Survey,2026-04-24
FDBK00004135,PROJ000090,USR000373,Praise,AI suggestions are extremely useful.,Critical,Neutral,Survey,2024-11-13
FDBK00004136,PROJ000004,USR000490,Improvement,Simplify navigation menus.,High,Negative,Mobile,2025-08-19
FDBK00004137,PROJ000155,USR000030,Improvement,Enhance dashboard usability.,Low,Neutral,Web,2025-01-15
FDBK00004138,PROJ000178,USR000786,Bug Report,Search results are inaccurate.,Low,Neutral,Web,2025-02-25
FDBK00004139,PROJ000232,USR000564,Complaint,Support response is too slow.,High,Negative,Support Ticket,2026-02-05
FDBK00004140,PROJ000187,USR000117,Question,How do permissions work?,High,Positive,Web,2025-08-19
FDBK00004141,PROJ000185,USR000706,Complaint,Reports are difficult to understand.,Critical,Neutral,Mobile,2025-01-22
FDBK00004142,PROJ000071,USR000733,Bug Report,Application crashes while generating reports.,Medium,Negative,Survey,2025-11-28
FDBK00004143,PROJ000171,USR000161,Bug Report,Login page becomes unresponsive after timeout.,Medium,Negative,Web,2025-12-29
FDBK00004144,PROJ000111,USR000628,Praise,AI suggestions are extremely useful.,High,Positive,Support Ticket,2024-12-13
FDBK00004145,PROJ000027,USR000112,Feature Request,Add dark mode support.,Medium,Positive,Mobile,2026-07-20
FDBK00004146,PROJ000102,USR000204,Bug Report,Search results are inaccurate.,Low,Neutral,Mobile,2025-09-24
FDBK00004147,PROJ000022,USR000455,Praise,AI suggestions are extremely useful.,Medium,Neutral,Mobile,2025-07-29
FDBK00004148,PROJ000106,USR000168,Bug Report,Login page becomes unresponsive after timeout.,Low,Positive,Survey,2025-06-10
FDBK00004149,PROJ000238,USR000549,Question,Is API access available?,Critical,Positive,Web,2025-11-01
FDBK00004150,PROJ000131,USR000591,Question,How do I archive projects?,High,Negative,Email,2026-04-23
FDBK00004151,PROJ000235,USR000107,Question,Is API access available?,Critical,Negative,Web,2025-11-25
FDBK00004152,PROJ000048,USR000429,Feature Request,Support multilingual interface.,Low,Neutral,Mobile,2025-03-26
FDBK00004153,PROJ000052,USR000756,Praise,Fast and reliable platform.,Medium,Neutral,Survey,2025-11-21
FDBK00004154,PROJ000003,USR000561,Complaint,Too many unnecessary notifications.,Critical,Negative,Mobile,2025-08-03
FDBK00004155,PROJ000104,USR000145,Question,How do permissions work?,High,Negative,Web,2026-03-29
FDBK00004156,PROJ000097,USR000613,Complaint,Application freezes frequently.,High,Positive,Support Ticket,2025-12-01
FDBK00004157,PROJ000136,USR000707,Bug Report,Login page becomes unresponsive after timeout.,Low,Positive,Email,2024-11-27
FDBK00004158,PROJ000050,USR000255,Improvement,Optimize search experience.,Medium,Positive,Mobile,2025-06-11
FDBK00004159,PROJ000218,USR000703,Question,Is API access available?,Low,Neutral,Mobile,2025-08-07
FDBK00004160,PROJ000054,USR000513,Bug Report,Search results are inaccurate.,Low,Neutral,Web,2025-05-22
FDBK00004161,PROJ000063,USR000593,Question,How do I archive projects?,Low,Negative,Support Ticket,2024-12-30
FDBK00004162,PROJ000221,USR000631,Feature Request,Enable custom dashboard widgets.,High,Positive,Support Ticket,2024-09-05
FDBK00004163,PROJ000237,USR000403,Praise,AI suggestions are extremely useful.,High,Positive,Support Ticket,2024-11-21
FDBK00004164,PROJ000013,USR000471,Bug Report,Notification emails are duplicated.,Critical,Negative,Web,2024-10-11
FDBK00004165,PROJ000202,USR000358,Question,How do I archive projects?,High,Negative,Survey,2026-02-08
FDBK00004166,PROJ000097,USR000054,Complaint,Reports are difficult to understand.,Low,Neutral,Mobile,2025-03-20
FDBK00004167,PROJ000212,USR000633,Improvement,Reduce loading times.,Critical,Neutral,Support Ticket,2026-04-29
FDBK00004168,PROJ000186,USR000784,Praise,Fast and reliable platform.,Critical,Positive,Survey,2024-09-30
FDBK00004169,PROJ000166,USR000684,Complaint,Workflow is confusing.,Medium,Negative,Support Ticket,2025-03-26
FDBK00004170,PROJ000074,USR000297,Improvement,Optimize search experience.,Low,Positive,Support Ticket,2024-12-02
FDBK00004171,PROJ000041,USR000659,Improvement,Enhance dashboard usability.,Low,Negative,Mobile,2026-02-14
FDBK00004172,PROJ000179,USR000712,Question,Is API access available?,Medium,Negative,Survey,2024-09-09
FDBK00004173,PROJ000131,USR000153,Improvement,Simplify navigation menus.,Critical,Neutral,Survey,2025-06-15
